시군명,명칭,전화번호,소재주소,위도,경도,카테고리
화성시,건달산,,경기도 화성시 팔탄면 기천리 산77-1,37.18471499,126.91909550000001,자연
화성시,서봉산,031-352-6678,경기도 화성시 향남읍 향봉로10번길 4,37.13488129,126.9420791,자연
가평군,대금산,031-580-2482,경기도 가평군 가평읍 두밀리,,,자연
안양시,관악산산림욕장,031-8045-2419,경기도 안양시 동안구 평촌대로476번길 30-2,37.41473578,126.9556273,자연
안양시,병목안산림욕장석탑,031-8045-5591,경기도 안양시 만안구 안양9동 산 79-3,37.36638757,126.9035874,자연
가평군,계관산,,경기도 가평군 가평읍 개곡리,,,자연
김포시,문수산,031-980-5986,경기도 김포시 월곶면 문수산로 102-38,37.73782684,126.5308936,자연
광주시,백마산,031-760-4774,경기도 광주시 초월읍 도곡길 132-27,37.3676013,127.2875341,자연
고양시,고봉산,031-8075-2714,경기도 고양시 일산동구 성석로 103,37.68837993,126.79474499999999,자연
고양시,현달산(견달산),,경기도 고양시 일산동구 식사동 산39-3,,,자연
고양시,덕양산,031-961-2580,경기도 고양시 덕양구 성사동 산60-34,,,자연
양평군,백운봉,031-770-2341,경기도 양평군 용문면 연수리1,37.4993354,127.5790577,자연
의정부시,부용산,031-828-4642,경기도 의정부시 고산동 산57-1,37.733528799999995,127.1038325,자연
안성시,칠장산,,경기도 안성시 죽산면,,,자연
양평군,고동산,031-770-3161,경기도 양평군 서종면,,,자연
파주시,삼봉산,031-940-4612,경기도 파주시 법원읍 초리골길 278,37.85680263,126.89604299999999,자연
남양주시,불암산,02-950-3395,경기도 남양주시 별내면 화접리,,,자연
파주시,파평산,031-940-4612,경기도 파주시 파평면 청송로 610번길 11,37.94040362,126.8764678,자연
동두천시,마차산,031-860-2416,경기도 동두천시 안흥동,,,자연
포천시,백운산,031-538-3341,경기도 포천시 이동면 포화로 236-73,38.07156381,127.4103429,자연
포천시,왕방산,031-533-3341,경기도 포천시 신북면 심곡리 784,37.91626838,127.16427820000001,자연
포천시,국망봉,031-538-3341,경기도 포천시 이동면 장암리 74,38.03812133,127.3854494,자연
동두천시,소요산,031-860-2065,경기도 동두천시 평화로 2910번길 145,37.94652217,127.06934369999999,자연
남양주시,철마산,031-590-2474,경기도 남양주시 진접읍,,,자연
남양주시,운길산,031-590-2344,경기도 남양주시 조안면 북한강로433번길 186,37.57114779,127.30264129999999,자연
김포시,문수산산림욕장,031-980-2371,경기도 김포시 월곶면 문수산로 102-38,37.73782684,126.5308936,자연
가평군,석룡산,042-481-4150,경기도 가평군 북면 가화로 2745-70,37.97469808,127.4476929,자연
화성시,궁평항,031-356-7339,경기도 화성시 서신면 궁평항로 1069-11,37.11615561,126.6833759,자연
수원시,광교저수지,,경기도 수원시 장안구 하광교동,,,자연
수원시,광교호수공원,031-228-4197,경기도 수원시 영통구 광교호수공원로 102,37.27510032,127.06377959999999,자연
안양시,병목안시민공원,031-8045-5591,경기도 안양시 만안구 안양9동 산81-1번지,37.38350089,126.910026,자연
광주시,경안천습지생태공원,031-760-3762,경기도 광주시 퇴촌면 정자동길 119,37.44558269,127.3221453,자연
양주시,장흥자생수목원,031-826-0933,경기도 양주시 장흥면 권율로 309번길 167-35,37.74392386,126.9496385,자연
성남시,성남시립식물원(은행식물원),031-729-4319,경기도 성남시 중원구 은행로 72,37.45299248,127.16781840000002,자연
부천시,부천자연생태공원,032-320-3000,경기도 부천시 원미구 길주로 660,37.50512683,126.8157178,자연
광주시,퇴촌식물원,031-766-6517,경기도 광주시 퇴촌면 정영로 315,37.46729358,127.3260745,자연
성남시,신구대학식물원,031-724-1600,경기도 성남시 수정구 적푸리로 9,37.43372501,127.08108179999999,자연
남양주시,석화촌,031-574-8671,경기도 남양주시 진건읍 사릉로304번길 39-3,37.65105725,127.1914473,자연
양평군,들꽃수목원,031-772-1800,경기도 양평군 양평읍 수목원길 16,37.5017152,127.47135359999999,자연
고양시,아를식물원,02-381-4227,경기도 고양시 덕양구 오금동 55-3,37.668410200000004,126.9192574,자연
파주시,벽초지문화수목원,031-957-2004,경기도 파주시 광탄면 부흥로 242,37.80069886,126.8740547,자연
광주시,곤지암 나드리 수목원,031-765-5190,경기도 광주시 곤지암읍 도척로 157,37.33778163,127.33762879999999,자연
양평군,세미원,031-775-1835,경기도 양평군 양서면 양수로 93,37.54094097,127.32395659999999,자연
여주시,해여림빌리지,031-882-1700,경기도 여주시 산북면 해여림로 78,37.39171684,127.4383399,자연
오산시,물향기수목원,031-378-1261,경기도 오산시 청학로 211,37.16624795,127.05434779999999,자연
가평군,나인포레스트 이화원,031-581-0228,경기도 가평군 가평읍 자라섬로 64,37.81833151,127.5195652,자연
의왕시,허브앤조이,031-426-0606,경기도 의왕시 한직골남로 10,37.38791406,126.99915459999998,자연
하남시,하남 나무고아원,031-790-6413,경기도 하남시 대청로 10,37.53905306,127.21554420000001,자연
가평군,유명산자생식물원,031-585-9643,경기도 가평군 설악면 유명산길 79-53,37.59322435,127.49119850000001,자연
연천군,동막골유원지,031-839-2061,경기도 연천군 연천읍 동막리 635,38.09231957,127.10712679999999,자연
용인시,고기리유원지,,경기도 용인시 수지구 고기동 818,37.35928462,127.04410449999999,자연
양주시,신흥레저타운,031-855-5029,경기도 양주시 장흥면 유원지로 406-9,37.71643569,126.9500915,자연
포천시,깊이울유원지캠핑장,010-3254-5155,경기도 포천시 신북면 깊이울로 71,37.92806677,127.18061000000002,자연
남양주시,수동국민관광지,031-590-2793,경기도 남양주시 수동면 내방2리 211,37.74712542,127.2812744,자연
양주시,송추유원지,,경기도 양주시 장흥면 울대리,,,자연
가평군,유명산자연휴양림,031-589-5487,경기도 가평군 설악면 유명산길 79-53,37.59322435,127.49119850000001,자연
양평군,설매재자연휴양림,031-774-6959,경기도 양평군 옥천면 용천로 510,37.55685463,127.5093521,자연
가평군,청평자연휴양림,031-584-0528,경기도 가평군 청평면 북한강로 2246번길 8-6,37.71154352,127.4071592,자연
양평군,산음자연휴양림,031-774-8133,경기도 양평군 단월면 고북길 347,37.59613913,127.5752068,자연
포천시,국망봉자연휴양림,031-532-0014,경기도 포천시 이동면 늠바위길 207-28,38.02892159,127.3962659,자연
가평군,칼봉산자연휴양림,031-8078-8062,경기도 가평군 가평읍 경반안로 454,37.83738161,127.4644736,자연
포천시,운악산 자연휴양림,031-534-6330,경기도 포천시 화현면 화동로 184,37.88438738,127.3027749,자연
양평군,중미산자연휴양림,031-771-7166,경기도 양평군 옥천면 중미산로 11,37.60412999,127.35329779999999,자연
의왕시,오봉산,031-345-3521,경기도 의왕시 고천동 산24-1,37.34548171,126.9635855,자연
화성시,우음도,031-369-8315,경기도 화성시 송산면 고정리 산1-38,37.28739561,126.739916,자연
양평군,서후리숲,031-774-2387,경기도 양평군 서종면 거북바위1길 200,37.56631661,127.43015659999999,자연
이천시,설성산,,경기도 이천시 장호원읍 선읍리 산115-1,37.14456939,127.5570075,자연
이천시,대덕산,,경기도 이천시 호법면 송갈리 산 77,37.18705849,127.4115217,자연
안성시,흔들바위,031-677-1330,경기도 안성시 일죽면 종배길 115,37.07496756,127.44939740000001,자연
수원시,광교산 산림욕장,,경기도 수원시 장안구 파장동,,,자연
광주시,태화산,031-760-2468,경기도 광주시 도척면,,,자연
용인시,조비산,,경기도 용인시 처인구 백암면,,,자연
용인시,광교산,,경기도 용인시 수지구 동천동,,,자연
용인시,백운산,,경기도 용인시 수지구 신봉동,,,자연
용인시,석성산,,경기도 용인시 기흥구 동백동,,,자연
용인시,청명산,,경기도 용인시 기흥구 신갈동,,,자연
용인시,정광산,,경기도 용인시 처인구 모현면,,,자연
안성시,안성낙원역사공원,031-678-2744,경기도 안성시 장기로 91번길 22,,,자연
안성시,서운산 자연휴양림,031-678-2913,경기도 안성시 금광면 상중리 산 19번지,36.942383500000005,127.3137534,자연
안산시,노적봉 공원,031-481-3179,경기도 안산시 상록구 성포동 산39-1,37.32045461,126.85418729999999,자연
광명시,서독산,,경기도 광명시 일직동 산28,37.42391373,126.8737081,자연
과천시,청계산,02-3677-2343,경기도 과천시 막계동,,,자연
가평군,아침고요가족동물원,031-8078-7115,경기도 가평군 상면 임초밤안골로 301,37.74849785,127.3610726,자연
남양주시,남양주오남호수공원,031-590-2416,경기도 남양주시 오남읍 오남리 산50-2,37.69390757,127.22533689999999,자연
이천시,설봉공원,031-644-2645,경기도 이천시 관고동 418-2,37.27533049,127.42737749999999,자연
포천시,아우라지베개용암,,경기도 포천시 창수면 신흥리 산209-1,38.042145500000004,127.11936170000001,자연
남양주시,남양주 슬로시티길,031-590-2799,경기도 남양주시 조안면 진중리,,,자연
광명시,광명누리길,02-2680-6462,경기도 광명시 노온사동 469-19 구름산,37.43955185,126.8629013,자연
양평군,두물머리물래길,031-770-2099,경기도 양평군 양서면 목왕로 55-10,37.54575241,127.328847,자연
고양시,서오릉나들길,02-359-0090,경기도 고양시 덕양구 서오릉로 334-92,37.62580806,126.89858559999999,자연
안양시,안양순대곱창골목,031-8045-2473,경기도 안양시 만안구 냉천로 196,37.39757392,126.9196658,자연
여주시,강천섬캠핑장,031-882-7588,경기도 여주시 강천면 강천리길 76-14,,,자연
부천시,심곡천,031-631-4071,경기도 부천시 심곡동 193,37.49193055,126.7825991,자연
시흥시,시흥오이도선사유적공원,031-310-3460,경기도 시흥시 서해안로 113-27,37.34304025,126.69616629999999,자연
시흥시,배곧한울공원,031-488-6961,경기도 시흥시 정왕동 2590,37.35465347,126.7020269,자연
안성시,용설저수지 수변산책로,031-678-2492,경기도 안성시 죽산면 용설리 산100-1,37.05296535,127.4441118,자연
하남시,유니온 타워,031-790-6255,경기도 하남시 미사대로 710,37.547544,127.2193723,자연
양평군,양평 더그림,070-4257-2210,경기도 양평군 옥천면 사나사길 175,37.52914715,127.49706869999999,자연
파주시,파주 벽초지수목원,031-957-2004,경기도 파주시 광탄면 부흥로 242,37.80069886,126.8740547,자연
파주시,파주 벽초지수목원,031-957-2004,경기도 파주시 광탄면 부흥로 242,37.80069886,126.8740547,자연
가평군,가평 아침고요수목원,031-1544-6703,경기도 가평군 상면 수목원로 432,37.74395379999999,127.3525341,자연
가평군,가평 아침고요수목원,031-1544-6703,경기도 가평군 상면 수목원로 432,37.74395379999999,127.3525341,자연
가평군,가평 아침고요수목원,031-1544-6703,경기도 가평군 상면 수목원로 432,37.74395379999999,127.3525341,자연
광주시,광주 화담숲,031-8026-6666,경기도 광주시 도척면 도척윗로 278-1,37.34077038,127.2894273,자연
광주시,광주 화담숲,031-8026-6666,경기도 광주시 도척면 도척윗로 278-1,37.34077038,127.2894273,자연
광주시,광주 화담숲,031-8026-6666,경기도 광주시 도척면 도척윗로 278-1,37.34077038,127.2894273,자연
안양시,안양예술공원,031-8045-2473,경기도 안양시 만안구 석수동 240-18,37.41906306,126.9197713,자연
안양시,안양예술공원,031-8045-2473,경기도 안양시 만안구 석수동 240-18,37.41906306,126.9197713,자연
포천시,포천 허브아일랜드,,경기도 포천시 신북면 청신로947번길 35,37.96592242,127.1317088,자연
포천시,포천 허브아일랜드,,경기도 포천시 신북면 청신로947번길 35,37.96592242,127.1317088,자연
포천시,포천 허브아일랜드,,경기도 포천시 신북면 청신로947번길 35,37.96592242,127.1317088,자연
용인시,용인농촌테마파크와 연꽃단지  (용인8경 중 제4경),,경기도 용인시 처인구 원삼면 농촌파크로 80,37.17228834,127.29926780000001,자연
용인시,조비산 (용인8경 중 제6경),,경기도 용인시 처인구 백암면 용천리,,,자연
용인시,어비낙조 (용인8경 중 제8경),,경기도 용인시 처인구 이동읍 어비리  975-3번지,37.10729102,127.19321200000002,자연
양주시,일영허브랜드,031-871-4387,경기도 양주시 장흥면 일영로 346-26,37.67547082,126.9237452,자연
안성시,허브와풍뎅이,031-676-6623,경기도 안성시 죽산면 용설호수길 245-7,37.04939065,127.44229550000001,자연
양평군,풀향기허브나라,031-771-1809,경기도 양평군 용문면 용문산로 120-7,37.50775552,127.60579209999999,자연
안양시,서울대관악수목원,031-473-0071,경기도 안양시 만안구 예술공원로 280,37.41913253,126.9359879,자연
광주시,율봄식물원,031-798-3119,경기도 광주시 태허정로 267-54,37.47149097,127.27139620000001,자연
고양시,선인장전시관,031-908-4525,경기도 고양시 일산동구 호수로 595,37.6537547,126.7686925,자연
고양시,고양꽃전시관,031-908-7750,경기도 고양시 일산동구 호수로 595,37.6537547,126.7686925,자연
안성시,안성허브마을,031-671-6969,경기도 안성시 삼죽면 국사봉로 641-12,37.06537477,127.35844750000001,자연
부천시,도당공원,032-625-3497,경기도 부천시 원미구 소사로593번길 124,37.51218012,126.7898575,자연
